category_truth,text
Support general,"Hi, just sending a reminder about a support ticket that was paused — it was originally raised by [COMPANY] [LOCATION] regarding a vulnerability at [LOCATION] on [SERVER]. Could someone pick this back up and provide an update?"
Support general,"Hello, could you please create a Light external user account for someone who needs basic system access and email? Let me know if you need any further details to get this set up."
Support general,"Hi, I need a basic user account set up for [NAME] with the username [USERNAME] at [COMPANY] in [LOCATION]. Could someone please get that created when you have a chance?"
Support general,"Hey, could you set up a basic user account for Birgit with the username [USERNAME] at [COMPANY] in [LOCATION]? Thanks in advance!"
Support general,"Hi there, we have a new employee starting and I need a full Windows account created for them — this should include email access through Exchange, Skype, and the standard shared drive access that everyone gets. Please let me know if you need any additional details."
Support general,"Hi, could you set up a light external user account for someone outside our organization? They just need basic email access and enough system access to get started. Thanks!"
Support general,"Hello, we have another new starter coming on board and they'll need a full Windows account set up with Exchange email, Skype, and the usual file share access. Let me know if you need anything else from me."
Support general,"Hi, I'd like to request a basic user account be created for [USERNAME]. Could someone take care of that when possible? Thanks."
Support general,"Hey, we need the security tools updated on [SERVER] and the hard drive encryption removed from those systems as well. Could someone from IT take a look at that?"
Support general,"Hi there, could you create a light external account for someone we're bringing on temporarily? They'll just need email and basic system access. Thanks so much!"
Support general,"Hello, I need a light external user account set up for someone outside the company — just email and basic access is all they need. Please let me know once it's ready!"
Support general,"Hi, I need some help getting equipment activated at [LOCATION] — the device is [SERVER]. Could someone assist with the activation process?"
Support general,"Heads up — it looks like the site-to-site VPN link is down and we've lost connectivity. This is pretty urgent, can someone investigate and get it back up as soon as possible?"
Support general,"Hey, could you set up a light external account for someone we work with outside the company? They just need email and basic access to get going. Thanks!"
Support general,"Hi, I'm having some issues with my cellular internet connection and could use some help getting it sorted out. Could someone take a look?"
Support general,"Hi there, this is a follow-up on ticket [TICKET ID] — the order has been provisioned and I wanted to make sure the install for [NAME] is being scheduled and moving forward. Please let me know the status!"
Support general,"Hello, could you please create a light external user account for someone outside our organization? They just need basic email access and standard system access. Thank you!"
Support general,"Hi, I need some help reconfiguring my corporate phone — can someone walk me through the setup or do it remotely?"
Support general,"Hey, I'm trying to update the inventory in Access but I can't delete a file that's in the way — it just won't let me remove it. Can someone help me get that sorted so I can make my changes?"
Support general,"Hi, could someone create a [LOCATION] entry for [COMPANY].ads.dir? Thanks in advance."
Support general,"Hi there, I'm getting an alert saying the site-to-site VPN link is down — can someone investigate the network connectivity as soon as possible? This could be affecting a lot of people."
Support general,This was flagged by [COMPANY] [LOCATION] — there's a vulnerable [LOCATION] on [SERVER] that needs to be looked into.
Support general,"Hi, I need a Basis user account set up for [USERNAME]. Could someone take care of that when they get a chance?"
Support general,I've completely forgotten my iPhone passcode and now I'm locked out — can someone help me get back in as soon as possible?
Support general,"Hi, I need help with the activation of [LOCATION] equipment on [SERVER]. Can someone assist with getting that set up?"
Support general,"Hi, could you please grant VPN access with a software token for [NAME]? Let me know if you need any additional details."
Support general,"Hey, I'm having an issue with the BlackBerry Work app on my phone — can someone take a look and help me get it working again?"
Support general,"Hi, the protective film on my work phone is damaged and needs to be replaced — can someone arrange that for me?"
Support general,This was initiated by [COMPANY] [LOCATION] — there's a vulnerable [LOCATION] identified at [LOCATION]-[ADDRESS] that needs to be investigated.
Support general,"Hi, just flagging that OS updates need to be applied to [SERVER] — can someone get those scheduled and taken care of?"
Support general,"Hi, this is a request for an additional application [LOCATION] service related to ticket [TICKET ID] for [NAME] at [COMPANY], [LOCATION]. Please let me know if you need more details."
Support general,"Hi, could someone create a [LOCATION] entry for [COMPANY].ads.dir with the A record pointing to [IP_ADDRESS]? Thanks!"
Support general,"Hi, I'm having trouble accessing the Itau bank website — it just won't load for me. Can you help me figure out what's going on?"
Support general,"Hey, we just got some new devices set up but I can't install any apps on them. Not sure if something's blocked or if a setting needs to be changed?"
Support general,"Hi, I'd like to request a Light User account for an external contact. This is for [NAME] — ticket ref [TICKET ID]. Could you get that set up when you have a chance?"
Support general,I'm working from home today and can't get an internet connection through my ethernet cable. Wifi seems fine but the wired connection just isn't working at all.
Support general,"Hi, submitting a request on behalf of [NAME] from [COMPANY] based at [LOCATION]. Reference ticket [TICKET ID]. Please let me know if you need any additional details."
Support general,Could you please set up a Light user account for an external person? They'll just need email access and basic system access to get started. Thanks!
Support general,"Hi there, we have a new user who needs an account set up. They'll need a Windows login, an Exchange email, Skype, and access to the standard shared drives. Could you get that created for them?"
Support general,Heads up — it looks like the site-to-site VPN link has gone down. We're losing connectivity between sites and it needs to be looked into as soon as possible.
Support general,"Hey, can you create a new user account for someone joining us? They'll need the full setup — Windows login, Exchange email, Skype, and the standard file share access. Thanks!"
Support general,"Hi, I need a new Windows account set up for a new team member. Please include Exchange email, Skype, and access to the standard file shares when you get a chance."
Support general,Just flagging that the site-to-site VPN link appears to be down again — can someone investigate the connectivity issue urgently? We're having trouble reaching the other site.
Support general,"Hi, we have some high-level visitors and consultants coming in and they'll need wifi access. Could you provide the guest wifi password for them?"
Support general,"Hi, could you please make a reservation at [LOCATION] for the time clock device? The MAC address is [MAC_ADDRESS]. I'm not 100% sure of the IP — it's either [IP_ADDRESS] or [IP_ADDRESS], sorry about that!"
Support general,"Hi, I'm following up on a ticket that was reopened — this is regarding the Light User external account request for [NAME], original ticket [TICKET ID]. Could you take another look when you get a chance?"
Support general,The site-to-site VPN link is down and we can't get connectivity between locations. This is pretty urgent — can someone take a look right away?
Support general,"Hi, could you please set up a Light external user account for someone outside the company? They just need email access and the basic system access that comes with that type of account. Thanks!"
Support general,"Hey, I need a user added to the server at [LOCATION] so they can access the Marketing resources there. Could you get that set up when you have a chance?"
Support general,"Hi there, I need a new Windows account created for a team member — they'll need email set up through Exchange, Skype, and access to the standard file shares. Please let me know if you need any additional details."
Support general,"Hello, could you set up a Light external user account with email and basic system access? It's for someone who works outside our organization. Thanks in advance!"
Support general,"Hi, I need a standard (Basis) user account created for [NAME] with the username [USERNAME]. They're based at [LOCATION] and are part of [COMPANY]. Could you get that provisioned when you get a chance?"
Support general,Could you please create a Basis user account for [NAME] [NAME]? Their username should be [USERNAME] and they're with [COMPANY] at [LOCATION]. Let me know if you need anything else from me.
Support general,"Hi team, just a heads-up that planned maintenance has been scheduled for [SERVER] at [LOCATION] on 2018-10-27 starting at 07:00. This will affect cpe0009469 ([COMPANY]) and cpe0013003 ([COMPANY]) as well as [COMPANY] SE. We need feedback on whether this timing works before we proceed."
Support general,"Hey, could you set up a new Windows user account? They need Exchange email, Skype, and the standard file share access. Let me know if you need any more info to get started."
Support general,"Hi, I'm having a problem with my computer — it's not turning on at all. I press the power button and nothing happens. Can someone come take a look as soon as possible?"
Support general,"Hello, I need a new Windows account set up for someone on my team. They'll need email through Exchange, Skype, and access to the standard shared drives. Thanks!"
Support general,"Hi, this is being flagged by [COMPANY] at [LOCATION] — it looks like there's a vulnerable version of Office running on [SERVER] that needs to be addressed. Could someone look into getting this patched?"
Support general,"Hi there, can you please provision a Basis user account for [NAME]? The username should be [USERNAME] and they're with [COMPANY] located at [LOCATION]. Thanks!"
Support general,"Hey, could you create a new Windows user account for a new starter? They'll need Exchange email, Skype, and standard file share access set up. Appreciate it!"
Support general,"Hi, I need a virtual machine set up to run our bank program. Could you arrange that for me? Let me know if you need any specs or other details."
Support general,"Hello, could you please create a Light external user account with email and basic system access for someone outside our organization? Thanks so much!"
Support general,"Hi, I'm having an issue with my iPad Pro and need some help sorting it out — could someone from IT take a look?"
Support general,"Hey, I'm trying to duplicate my screen but I can't get it to work — could someone help me set it up?"
Support general,"Hi there, could you please set up a new Windows account for a new team member? They'll need email access through Exchange, Skype, and the standard file share access everyone else has."
Support general,I've got no internet connection at all right now — nothing is loading and I can't get any work done. Can someone help ASAP?
Support general,"Hi, we need a Light User account set up for an external user — [USERNAME] / [NAME]. Could you get that created when you get a chance?"
Support general,"Hey, could someone check the DNS and DHCP entries for the 10.10.89.0 network on the server side? Something doesn't seem right and it needs to be looked into."
Support general,I keep getting an error when I try to connect to [URL] — it just won't load no matter what I try. Can someone take a look at what's going on?
Support general,"Hi, could you please create a Basic User account for [USERNAME]? Thanks in advance."
Support general,I'm getting a Proxy Error when trying to browse — pages just won't load and I keep hitting the same error. Can someone help me fix this?
Support general,"Could you please create a new Windows user account for a new starter? They'll need Exchange email, Skype, and the standard file share access set up."
Support general,"Hi, can you set up a Basic User account for [USERNAME] when you get a moment? Thanks!"
Support general,Just flagging that OS updates need to be applied to [SERVER] at the LH location — can someone schedule or action that?
Support general,"Hi, I need help activating BlackBerry Work on my device — I can't get it to activate and I'm not sure what to do next."
Support general,"Hi there, could you set up a new Windows account for a new team member? They'll need Exchange email, Skype, and the standard file share access, same as everyone else."
Support general,Could you please create a Light (external) user account for a new external contact? They'll just need basic email and system access to get started.
Support general,"Hi, my VPN keeps disconnecting and I can't stay connected for more than a few minutes — can someone take a look at what's going on?"
Support general,"Hey, I'm getting an error when I try to use the RFB website. Not sure what's causing it but I can't get it to load properly — could someone help?"
Support general,"Hi there, could you please set up a new Windows account for a new team member? They'll need email access through Exchange, Skype, and the standard file share access that everyone else has. Thanks!"
Support general,"Hi, I need a Light user account created for an external contact — they'll just need email and basic system access. Please let me know if you need any additional details!"
Support general,"Hello, we have a new person starting and they'll need a full Windows account set up with Exchange email, Skype, and the standard file share access. Could you get that sorted when you get a chance? Thanks!"
Support general,"Hi, could you please create a new user account for someone who's joining us? Let me know if you need any details from me to get it set up."
Support general,"Hi team, just a heads up that [NAME] (external, based at [LOCATION]) is leaving and their access will need to be removed. This is in reference to ticket [TICKET ID]. Please let me know if you need anything else from me."
Support general,All my contacts have disappeared from my iPhone 5 — I have no idea where they went! Can someone help me get them back as soon as possible?
Support general,"Hi, could you please set up a Basis user account for [USERNAME]? Let me know if you need any additional information to get this done. Thanks!"
Support general,"Hello, I need a Light user account created for an external user — the username is [USERNAME] and the person's name is [NAME]. Could you get that set up when you have a chance? Thanks!"
Support general,"Hi, please could you create a Basis user account for [NAME] ([USERNAME])? They're with [COMPANY] and are based at [LOCATION]. Let me know if you need anything else!"
Support general,"Hi, this is being raised on behalf of [COMPANY] at [LOCATION] — there's a vulnerability flagged at [LOCATION] on [LOCATION]-[ADDRESS] that needs to be looked into. Could someone follow up on this please?"
Support general,"Hey, [NAME] is having an issue with the BlackBerry app on their iPhone — it opens and then immediately closes every time. They can't get it to stay open at all. Can someone help figure out what's going on?"
Support general,"Hi, this is a mobile device request for [NAME] from [COMPANY] at [LOCATION], reference ticket [TICKET ID]. Could someone follow up and get this sorted? Thanks!"
Support general,"Hey, could you please create a new Windows user account for someone starting soon? They'll need Exchange email, Skype, and standard file share access set up. Appreciate it!"
Support general,"Hi, could you please set up a Light (external) user account for someone who needs email access and basic system access? Thanks in advance!"
Support general,"Hey, I need to request an additional application service for [LOCATION] — this is related to ticket [TICKET ID] for [NAME] at [COMPANY], [LOCATION]. Could you take a look and get that added?"
Support general,"Hi there, we have a new team member starting and I need to get them set up with a Windows account, Exchange email, Skype, and access to the standard file shares. Could you help get that created?"
Support general,"Hello everyone, I'm running into a network access issue between two servers. From [IP_ADDRESS] there's no access to port 443 (HTTPS) on [IP_ADDRESS], though it works fine in the other direction. We have a geoprocessing web application that requires two-way communication over HTTPS between the app server and the geoprocessing server, so we really need traffic to flow both ways. Could you please enable access from [IP_ADDRESS] to port 443 on [IP_ADDRESS]? Thanks so much, [NAME]"
Support general,"Hi, could you set up a Basis User account for [USERNAME]? This is for [NAME] from [COMPANY] based in [LOCATION]. Please let me know if you need anything else!"
Support general,"Hi team, it looks like the Light House system is missing some updates — it doesn't seem to be current. Could someone take a look and make sure everything is patched up properly?"
Support general,"Hi, I've just been alerted that the site-to-site VPN link has gone down. This is pretty urgent — could someone investigate the network connectivity and get it back up as soon as possible?"
Support general,"Hey, I need a DNS entry created for [LOCATION] — specifically for [SERVER]m.[COMPANY]up.ads.dir. Could you get that added when you have a chance?"
Support general,"Hi, we need a new Windows user account set up including Exchange email, Skype, and the standard file share access. Could you help get this created?"
Support general,"Hello, could you please create a new Windows user account with Exchange email, Skype, and standard file share access? We need to get someone onboarded. Thanks!"
Support general,"Hi there, I need another new Windows user account created with the usual setup — Exchange email, Skype, and standard file share access. Let me know if you need any additional details."
Support general,"Hey, I'm having trouble getting my work email on my cell phone — it's not working properly and I'm not sure what's going on. Could someone help me figure out what's wrong and get it sorted?"
Support general,"Hi, could you please create a Basis User account for [USERNAME]? Let me know if you need any additional information to get this set up."
Support general,"Hello, we need a new Windows user account created with Exchange email, Skype, and access to the standard file shares. Could you get this set up for us?"
Support general,"Hi, could you please create a Light (external) user account with email and basic system access for an external user? Thanks so much!"
Support general,"Hi, could you please set up a new Windows account for a new team member? They'll need email access through Exchange, Skype, and the standard file share access that everyone else has."
Support general,"Hey, we've been flagged by [COMPANY][LOCATION] that there's a vulnerable version of TeamViewer running on [SERVER] — can someone take a look and get that sorted out?"
Support general,"Hi, I need a basic user account set up for [USERNAME]. Just the standard access should be fine, nothing special."
Support general,"Hi team, just a heads-up that planned maintenance is scheduled for [SERVER][LOCATION] on 2018-10-04 at 10:00[LOCATION]. This affects cpe0009469 ([COMPANY]) and cpe0013003 ([LOCATION]_Kimberly) [COMPANY] SE. Please confirm once you've reviewed this and let us know if there are any issues."
Support general,I'm having a problem with [LOCATION] on a new device — it's [SERVER] and something doesn't seem to be working right. Can someone help me get it sorted?
Support general,"Hi there, I just got a new work phone and need help getting everything set up on it. Could someone assist me?"
Support general,"Hey, I'm having an issue with my headphones — can someone from IT help me out?"
Support general,"Hi, could you please create a light external user account for someone outside our organisation? They'll just need email access and basic system access to get started."
Support general,"Hello, we have a new starter who needs a Windows account set up with Exchange email, Skype, and the standard file share access. Could you get that created when you get a chance?"
Support general,"Hi, I need some help getting a few work applications installed on my mobile phone. Is there someone who can walk me through it or do it for me?"
Support general,"Hi, I need a light external user account created for [NAME]. This is related to ticket [TICKET ID]. Just basic access for an external user should be all that's needed."
Support general,"Hi, I'm still having trouble with [LOCATION] on a new device ([SERVER]). It doesn't seem to be working properly — could someone take a look?"
Support general,"Hi there, could you please set up a new Windows user account? They'll need Exchange email, Skype, and the standard file share permissions. Thanks!"
Support general,"Hi, we've just received an alert that the site-to-site VPN link is down. People are having trouble connecting — can someone investigate the network connectivity as soon as possible?"
Support general,Urgent — we're getting an alert that the site-to-site VPN link has gone down. Can someone look into the network connectivity right away? This is affecting access on our end.
